Mês,Empresa,Linha,Qtd_Viagens,Ano,Data,Inteira,Estudante,Gratuidade,Social,Integracao,Qtd_Passageiros,Eficiencia
January,VIA SUL - URB,52,3109,2019,2019-01-01,55599,16157,18131,8475,6546,104908,33.74332582824059
January,VIA SUL - URB,65,1856,2019,2019-01-01,29425,9100,6512,2392,3490,50919,27.434806034482758
February,CONCEIÇÃO,21,3457,2019,2019-02-01,86214,25873,25660,8033,9057,154837,44.7894127856523
February,CONCEIÇÃO,22,44,2019,2019-02-01,750,261,238,73,55,1377,31.295454545454547
February,CONCEIÇÃO,30,2203,2019,2019-02-01,47755,19404,10329,3144,5556,86188,39.123014071720384
February,CONCEIÇÃO,31,2327,2019,2019-02-01,50927,23396,10975,3391,8524,97213,41.77610657498926
February,CONCEIÇÃO,41,2194,2019,2019-02-01,39656,12612,9305,3457,8690,73720,33.600729261622604
February,CONCEIÇÃO,59,2273,2019,2019-02-01,51368,14762,16774,4335,6838,94077,41.38891333040035
February,CONCEIÇÃO,63,3636,2019,2019-02-01,92491,50543,21853,6381,20553,191821,52.75605060506051
February,CONCEIÇÃO,71,3097,2019,2019-02-01,70072,23823,23700,6918,5169,129682,41.873425896028415
February,CONCEIÇÃO,76,623,2019,2019-02-01,16881,4664,4321,1094,1515,28475,45.706260032102726
February,CONCEIÇÃO,83,1148,2019,2019-02-01,32773,8591,4566,1310,1355,48595,42.3301393728223
February,CONCEIÇÃO,411,1077,2019,2019-02-01,26666,9275,6815,1979,4388,49123,45.61095636025998
February,CONCEIÇÃO,587,962,2019,2019-02-01,2580,688,1124,160,157,4709,4.895010395010395
February,CONCEIÇÃO,599,1413,2019,2019-02-01,29825,10300,6580,938,5969,53612,37.94196744515216
February,CONCEIÇÃO,905,203,2019,2019-02-01,1317,118,205,12,45,1697,8.35960591133005
February,CONCEIÇÃO,2369,377,2019,2019-02-01,3353,1228,1306,418,905,7210,19.124668435013263
February,CONCEIÇÃO,3001,544,2019,2019-02-01,8175,3187,1930,642,1600,15534,28.55514705882353
February,CONCEIÇÃO,3101,309,2019,2019-02-01,3910,2044,790,272,1068,8084,26.161812297734627
February,CONCEIÇÃO,6301,926,2019,2019-02-01,20712,6786,3734,1012,2421,34665,37.43520518358531
February,CONCEIÇÃO,7601,41,2019,2019-02-01,653,139,217,68,54,1131,27.585365853658537
February,DUNAS - URB,33,4092,2019,2019-02-01,151151,54294,25957,7548,18193,257143,62.84042033235582
February,DUNAS - URB,40,3810,2019,2019-02-01,125341,40887,42262,12908,16977,238375,62.56561679790026
February,DUNAS - URB,57,355,2019,2019-02-01,4242,2769,1396,380,999,9786,27.56619718309859
February,DUNAS - URB,331,1471,2019,2019-02-01,45549,17615,8302,2580,4480,78526,53.382732834806255
February,DUNAS - URB,332,550,2019,2019-02-01,8240,3160,1368,435,865,14068,25.578181818181818
February,DUNAS - URB,411,668,2019,2019-02-01,16324,5545,3715,1002,3171,29757,44.546407185628745
February,GUANABARA - URB,2,2251,2019,2019-02-01,70361,22248,12443,4163,6916,116131,51.59084851177255
February,GUANABARA - URB,4,2099,2019,2019-02-01,58664,15571,6864,2835,6537,90471,43.10195331110052
February,GUANABARA - URB,5,1341,2019,2019-02-01,31094,7655,6866,2447,1770,49832,37.16032811334825
February,GUANABARA - URB,8,3018,2019,2019-02-01,102939,34730,22752,6373,19279,186073,61.654406891981445
February,GUANABARA - URB,13,386,2019,2019-02-01,5553,1871,1423,438,641,9926,25.71502590673575
February,GUANABARA - URB,18,51,2019,2019-02-01,1087,733,77,10,275,2182,42.78431372549019
February,GUANABARA - URB,19,1726,2019,2019-02-01,31091,8167,13508,4643,3585,60994,35.338354577056776
February,GUANABARA - URB,20,1961,2019,2019-02-01,28734,8548,14999,5571,2771,60623,30.914329423763387
February,GUANABARA - URB,25,1131,2019,2019-02-01,16461,7646,6961,2779,1663,35510,31.396993810786913
February,GUANABARA - URB,60,3516,2019,2019-02-01,113494,39066,19346,6463,10620,188989,53.75113765642776
February,GUANABARA - URB,64,3220,2019,2019-02-01,86563,28547,26554,9435,6895,157994,49.066459627329195
February,GUANABARA - URB,67,1208,2019,2019-02-01,31849,8013,7114,2621,1766,51363,42.51903973509934
February,GUANABARA - URB,70,2588,2019,2019-02-01,67639,17208,15622,6190,4208,110867,42.83887171561051
February,GUANABARA - URB,72,2180,2019,2019-02-01,66762,16680,9404,3152,7390,103388,47.4256880733945
February,GUANABARA - URB,75,1651,2019,2019-02-01,36131,13952,6961,2153,2882,62079,37.60084797092671
February,GUANABARA - URB,76,546,2019,2019-02-01,15282,4387,4268,921,1633,26491,48.51831501831502
February,GUANABARA - URB,77,3356,2019,2019-02-01,99628,26171,13037,4716,11710,155262,46.26400476758045
February,GUANABARA - URB,79,2856,2019,2019-02-01,90780,35313,14315,4231,10709,155348,54.39355742296919
February,GUANABARA - URB,81,1368,2019,2019-02-01,30450,9328,5880,1756,2467,49881,36.46271929824562
February,GUANABARA - URB,84,3372,2019,2019-02-01,79296,23668,18562,6073,13869,141468,41.95373665480427
February,GUANABARA - URB,101,1675,2019,2019-02-01,40182,10127,12861,3707,3794,70671,42.19164179104477
February,GUANABARA - URB,102,90,2019,2019-02-01,2028,595,651,175,183,3632,40.355555555555554
February,GUANABARA - URB,592,760,2019,2019-02-01,3050,1511,1202,252,394,6409,8.432894736842105
February,GUANABARA - URB,593,891,2019,2019-02-01,6282,4813,1385,398,712,13590,15.252525252525253
February,GUANABARA - URB,1029,877,2019,2019-02-01,25427,9106,4767,1577,2824,43701,49.830102622576966
February,GUANABARA - URB,1214,1493,2019,2019-02-01,23598,5905,7006,2574,1245,40328,27.01138647019424
February,GUANABARA - URB,1301,822,2019,2019-02-01,12286,4358,3159,976,1192,21971,26.728710462287104
February,GUANABARA - URB,1302,183,2019,2019-02-01,2243,944,635,180,246,4248,23.21311475409836
February,GUANABARA - URB,1516,1833,2019,2019-02-01,48688,15444,12708,4686,3831,85357,46.56683033278778
February,GUANABARA - URB,1778,1956,2019,2019-02-01,49231,15050,13670,5019,4453,87423,44.69478527607362
February,GUANABARA - URB,2369,331,2019,2019-02-01,4017,1104,1397,462,700,7680,23.202416918429
February,GUANABARA - URB,6162,1404,2019,2019-02-01,21427,7950,6531,2594,1521,40023,28.506410256410255
February,GUANABARA - URB,6443,1006,2019,2019-02-01,32984,10444,7431,2445,2879,56183,55.8479125248509
February,GUANABARA - URB,7501,211,2019,2019-02-01,5396,1700,1027,282,356,8761,41.52132701421801
February,GUANABARA - URB,7502,268,2019,2019-02-01,6129,2334,1285,404,445,10597,39.541044776119406
February,GUANABARA - URB,7601,74,2019,2019-02-01,1535,364,450,126,121,2596,35.08108108108108
February,REUNIDAS,7,3198,2019,2019-02-01,91122,23808,12295,3731,10660,141616,44.28267667292057
February,REUNIDAS,26,2891,2019,2019-02-01,92602,33373,11731,4541,12860,155107,53.65167762020062
February,REUNIDAS,27,2679,2019,2019-02-01,56825,15231,14236,4753,3625,94670,35.337812616648
February,REUNIDAS,29,1,2019,2019-02-01,0,0,0,0,0,0,0.0
February,REUNIDAS,35,2395,2019,2019-02-01,68666,24456,18161,6713,10030,128026,53.45553235908142
February,REUNIDAS,68,2142,2019,2019-02-01,54481,14772,10960,3124,5371,88708,41.413632119514475
February,REUNIDAS,73,4649,2019,2019-02-01,200358,65205,24484,9244,30076,329367,70.84684878468488
February,REUNIDAS,85,1835,2019,2019-02-01,39163,18002,12032,4204,5793,79194,43.157493188010896
February,REUNIDAS,1029,2418,2019,2019-02-01,79484,30574,13909,4430,10084,138481,57.27088502894954
February,REUNIDAS,1778,528,2019,2019-02-01,11907,3495,2778,985,1048,20213,38.28219696969697
February,REUNIDAS,6443,1037,2019,2019-02-01,37812,11137,7722,2469,3324,62464,60.23529411764706
February,REUNIDAS,7847,2277,2019,2019-02-01,70935,25342,14869,5201,5706,122053,53.602547211242864
February,REUNIDAS,9018,85,2019,2019-02-01,543,45,511,46,330,1475,17.352941176470587
February,SANTA MARIA - URB,24,3275,2019,2019-02-01,70788,23585,17162,6266,11527,129328,39.48946564885496
February,SANTA MARIA - URB,34,1396,2019,2019-02-01,24548,8654,12566,4667,2525,52960,37.93696275071633
February,SANTA MARIA - URB,36,1708,2019,2019-02-01,34318,12043,10851,3851,4965,66028,38.65807962529274
February,SANTA MARIA - URB,37,3169,2019,2019-02-01,74378,37987,18054,6893,11517,148829,46.96402650678448
February,SANTA MARIA - URB,38,3990,2019,2019-02-01,126476,41987,46039,15707,12705,242914,60.88070175438597
February,SANTA MARIA - URB,39,2853,2019,2019-02-01,61869,25759,12464,3915,10975,114982,40.30213810024536
February,SANTA MARIA - URB,44,2796,2019,2019-02-01,54735,20999,18556,6888,6362,107540,38.4620886981402
February,SANTA MARIA - URB,46,2543,2019,2019-02-01,70320,33078,11968,5592,12333,133291,52.414864333464415
February,SANTA MARIA - URB,48,1948,2019,2019-02-01,31040,16890,10133,3998,5167,67228,34.51129363449692
February,SANTA MARIA - URB,54,3125,2019,2019-02-01,85604,36641,16801,7262,12898,159206,50.94592
February,SANTA MARIA - URB,56,1974,2019,2019-02-01,48762,8284,5474,2302,10607,75429,38.2112462006079
February,SANTA MARIA - URB,66,1939,2019,2019-02-01,35862,14835,5001,1825,2091,59614,30.74471376998453
February,SANTA MARIA - URB,83,1379,2019,2019-02-01,38681,10014,5560,1532,1625,57412,41.63306744017404
February,SANTA MARIA - URB,331,1195,2019,2019-02-01,32802,12428,5860,1765,3435,56290,47.10460251046025
February,SANTA MARIA - URB,332,546,2019,2019-02-01,8599,3389,1335,440,870,14633,26.8003663003663
February,SANTA MARIA - URB,411,672,2019,2019-02-01,16076,5844,3908,1004,2805,29637,44.10267857142857
February,SANTA MARIA - URB,561,307,2019,2019-02-01,3167,142,79,3,312,3703,12.061889250814332
February,VIA SUL - URB,50,4607,2019,2019-02-01,135699,46162,24516,8188,19265,233830,50.75537225960495
February,VIA SUL - URB,51,2948,2019,2019-02-01,59256,30055,16373,6800,8395,120879,41.00373134328358
February,VIA SUL - URB,52,2770,2019,2019-02-01,52956,22192,17229,7486,6718,106581,38.476895306859205
February,VIA SUL - URB,65,1750,2019,2019-02-01,30366,14503,7043,2430,3681,58023,33.156
March,CONCEIÇÃO,21,3650,2019,2019-03-01,85031,28429,25901,8982,9264,157607,43.18
March,CONCEIÇÃO,22,92,2019,2019-03-01,1907,839,606,178,126,3656,39.73913043478261
March,CONCEIÇÃO,30,2246,2019,2019-03-01,46734,21717,10737,3788,5489,88465,39.38780053428317
March,CONCEIÇÃO,31,2184,2019,2019-03-01,47665,26204,10431,3328,8390,96018,43.964285714285715
March,CONCEIÇÃO,41,1922,2019,2019-03-01,34087,12259,8050,2859,7189,64444,33.52965660770031
March,CONCEIÇÃO,59,2429,2019,2019-03-01,51849,17548,16870,4987,6579,97833,40.27706875257307
March,CONCEIÇÃO,63,3615,2019,2019-03-01,88800,55566,21361,6992,19670,192389,53.21964038727524
March,CONCEIÇÃO,71,3032,2019,2019-03-01,64926,24981,23577,7368,4574,125426,41.367414248021106
March,CONCEIÇÃO,76,682,2019,2019-03-01,16489,4941,4621,1469,1526,29046,42.589442815249264
March,CONCEIÇÃO,83,1254,2019,2019-03-01,34357,9693,4566,2033,1414,52063,41.51754385964912
March,CONCEIÇÃO,411,1091,2019,2019-03-01,25399,10433,6818,2120,4540,49310,45.197066911090744
March,CONCEIÇÃO,587,1075,2019,2019-03-01,2741,1323,1248,238,177,5727,5.327441860465116
March,CONCEIÇÃO,599,1406,2019,2019-03-01,29337,12704,7082,1130,5652,55905,39.761735419630156
March,CONCEIÇÃO,905,231,2019,2019-03-01,1765,280,228,29,50,2352,10.181818181818182
March,CONCEIÇÃO,2369,341,2019,2019-03-01,2876,1442,1168,390,820,6696,19.636363636363637
March,CONCEIÇÃO,3001,613,2019,2019-03-01,7963,3348,1861,683,1611,15466,25.230016313213703
March,CONCEIÇÃO,3101,297,2019,2019-03-01,4238,2394,822,273,969,8696,29.27946127946128
March,CONCEIÇÃO,6301,982,2019,2019-03-01,21174,7822,4212,1364,2495,37067,37.74643584521385
March,CONCEIÇÃO,7601,29,2019,2019-03-01,330,63,113,138,29,673,23.20689655172414
March,DUNAS - URB,33,4441,2019,2019-03-01,151217,64722,26826,9621,18704,271090,61.042557982436385
March,DUNAS - URB,40,4096,2019,2019-03-01,124734,46891,44962,14635,17104,248326,60.62646484375
March,DUNAS - URB,57,390,2019,2019-03-01,4932,4006,1599,430,1114,12081,30.976923076923075
March,DUNAS - URB,331,1515,2019,2019-03-01,43330,19383,8182,2459,4392,77746,51.31749174917492
March,DUNAS - URB,332,632,2019,2019-03-01,9134,3934,1550,513,966,16097,25.46993670886076
March,DUNAS - URB,411,707,2019,2019-03-01,16529,6544,3950,1307,3406,31736,44.88826025459689
March,GUANABARA - URB,2,2603,2019,2019-03-01,73218,25593,12720,4508,7387,123426,47.416826738378795
March,GUANABARA - URB,4,2132,2019,2019-03-01,55511,17461,6679,3172,6012,88835,41.66744840525328
March,GUANABARA - URB,5,1472,2019,2019-03-01,30782,8106,6903,3013,1723,50527,34.32540760869565
March,GUANABARA - URB,8,3437,2019,2019-03-01,108962,43176,24206,8910,20854,206108,59.967413441955195
March,GUANABARA - URB,13,1481,2019,2019-03-01,17450,8541,4733,1413,1941,34078,23.0101282916948
March,GUANABARA - URB,18,46,2019,2019-03-01,956,808,86,15,188,2053,44.630434782608695
March,GUANABARA - URB,19,1775,2019,2019-03-01,29265,8624,13162,4488,3055,58594,33.010704225352114
March,GUANABARA - URB,20,1957,2019,2019-03-01,26742,9436,14537,5280,2438,58433,29.858456821665815
March,GUANABARA - URB,25,1275,2019,2019-03-01,15290,9298,6810,2716,1574,35688,27.99058823529412
March,GUANABARA - URB,60,3863,2019,2019-03-01,114646,43535,20000,7235,10755,196171,50.78203468806627
March,GUANABARA - URB,64,3346,2019,2019-03-01,82083,31446,25989,10074,6537,156129,46.66138673042439
March,GUANABARA - URB,67,1121,2019,2019-03-01,29202,8097,6699,2443,1624,48065,42.876895628902766
March,GUANABARA - URB,70,2822,2019,2019-03-01,66491,19405,15474,6602,4274,112246,39.775336640680365
March,GUANABARA - URB,72,2415,2019,2019-03-01,70353,20052,10346,4405,7719,112875,46.73913043478261
March,GUANABARA - URB,75,1807,2019,2019-03-01,36285,16440,7502,2601,2842,65670,36.34200332042059
March,GUANABARA - URB,76,586,2019,2019-03-01,15572,4938,4360,1206,1547,27623,47.1382252559727
March,GUANABARA - URB,77,3782,2019,2019-03-01,103975,30680,14087,6451,12291,167484,44.28450555261766
March,GUANABARA - URB,79,3087,2019,2019-03-01,91333,38657,14585,5223,10357,160155,51.880466472303205
March,GUANABARA - URB,81,1528,2019,2019-03-01,30206,10881,5943,1984,2509,51523,33.71924083769633
March,GUANABARA - URB,84,3575,2019,2019-03-01,79015,27415,18836,7468,13723,146457,40.96699300699301
March,GUANABARA - URB,101,1656,2019,2019-03-01,36626,9477,11523,3979,3282,64887,39.18297101449275
March,GUANABARA - URB,102,215,2019,2019-03-01,5156,1253,1473,414,548,8844,41.13488372093023
March,GUANABARA - URB,592,843,2019,2019-03-01,3116,1892,1115,288,402,6813,8.08185053380783
March,GUANABARA - URB,593,980,2019,2019-03-01,6042,5614,1403,456,696,14211,14.501020408163265
March,GUANABARA - URB,1029,1124,2019,2019-03-01,29384,11195,5927,2383,3769,52658,46.84875444839858
March,GUANABARA - URB,1214,1381,2019,2019-03-01,21054,6147,6550,2410,1151,37312,27.01810282404055
March,GUANABARA - URB,1301,44,2019,2019-03-01,572,221,168,62,74,1097,24.931818181818183
March,GUANABARA - URB,1302,44,2019,2019-03-01,538,133,108,42,32,853,19.386363636363637
March,GUANABARA - URB,1516,1975,2019,2019-03-01,49291,16754,12732,4878,3983,87638,44.37367088607595
March,GUANABARA - URB,1778,2025,2019,2019-03-01,43513,14865,12370,4730,3978,79456,39.23753086419753
March,GUANABARA - URB,2369,329,2019,2019-03-01,3788,1311,1335,450,625,7509,22.82370820668693
March,GUANABARA - URB,6162,1250,2019,2019-03-01,19026,8132,5783,2281,1269,36491,29.1928
March,GUANABARA - URB,6443,1125,2019,2019-03-01,34175,11693,7640,2725,3101,59334,52.74133333333333
March,GUANABARA - URB,7501,495,2019,2019-03-01,10828,5616,2204,638,1069,20355,41.121212121212125
March,GUANABARA - URB,7502,10,2019,2019-03-01,211,137,46,11,30,435,43.5
March,GUANABARA - URB,7601,97,2019,2019-03-01,1702,438,607,500,132,3379,34.83505154639175
March,REUNIDAS,7,3370,2019,2019-03-01,87526,26311,11977,4662,10208,140684,41.7459940652819
March,REUNIDAS,26,3198,2019,2019-03-01,91195,36324,12288,5601,12728,158136,49.448405253283305
March,REUNIDAS,27,2853,2019,2019-03-01,56172,16651,14827,5774,3610,97034,34.01121626358219
March,REUNIDAS,35,2480,2019,2019-03-01,66014,26854,17835,7171,10088,127962,51.59758064516129
March,REUNIDAS,68,2194,2019,2019-03-01,52048,15658,10879,3424,4935,86944,39.62807657247038
March,REUNIDAS,73,4976,2019,2019-03-01,205392,71100,26006,13943,31634,348075,69.95076366559485
March,REUNIDAS,85,1776,2019,2019-03-01,34906,19823,11460,4117,5138,75444,42.479729729729726
March,REUNIDAS,1029,2567,2019,2019-03-01,79097,33954,14368,5818,10580,143817,56.02532138683288
March,REUNIDAS,1778,633,2019,2019-03-01,13718,3901,3460,1577,1210,23866,37.70300157977883
March,REUNIDAS,6443,1140,2019,2019-03-01,38333,12094,8385,3182,3574,65568,57.51578947368421
March,REUNIDAS,7847,2573,2019,2019-03-01,71036,27986,15412,6088,6323,126845,49.29848425961912
March,REUNIDAS,9018,96,2019,2019-03-01,621,62,405,52,312,1452,15.125
March,SANTA MARIA - URB,24,3191,2019,2019-03-01,66036,25943,16828,6375,10980,126162,39.53682231275462
March,SANTA MARIA - URB,34,1436,2019,2019-03-01,23225,8764,12314,4663,2533,51499,35.86281337047354
March,SANTA MARIA - URB,36,1937,2019,2019-03-01,32551,13539,11490,4310,5014,66904,34.54001032524523
March,SANTA MARIA - URB,37,3401,2019,2019-03-01,71854,42335,18252,7078,11991,151510,44.54866215818877
March,SANTA MARIA - URB,38,4215,2019,2019-03-01,124640,44819,46463,16868,13114,245904,58.34021352313167
March,SANTA MARIA - URB,39,2950,2019,2019-03-01,60608,27945,12397,4173,11439,116562,39.512542372881356
March,SANTA MARIA - URB,44,3172,2019,2019-03-01,56228,24381,20048,7608,6643,114908,36.225725094577555
March,SANTA MARIA - URB,46,2783,2019,2019-03-01,68795,37083,11477,6158,12773,136286,48.97089471793029
March,SANTA MARIA - URB,48,2071,2019,2019-03-01,31496,21286,11026,4482,5792,74082,35.77112506035731
March,SANTA MARIA - URB,54,3506,2019,2019-03-01,85134,41038,17597,8671,13666,166106,47.377638334284086
March,SANTA MARIA - URB,56,2293,2019,2019-03-01,48631,9203,5183,2518,10615,76150,33.20976886175316
March,SANTA MARIA - URB,66,1941,2019,2019-03-01,34389,16468,4723,2273,1995,59848,30.833590932509015
March,SANTA MARIA - URB,83,1506,2019,2019-03-01,40325,11381,5570,2355,1708,61339,40.72974767596281
March,SANTA MARIA - URB,331,1277,2019,2019-03-01,33534,14602,6058,2480,3440,60114,47.07439310884887
March,SANTA MARIA - URB,332,563,2019,2019-03-01,7597,3782,1382,484,927,14172,25.17229129662522
March,SANTA MARIA - URB,411,691,2019,2019-03-01,16131,7044,4153,1225,2829,31382,45.41534008683068
March,SANTA MARIA - URB,561,335,2019,2019-03-01,3734,325,132,37,423,4651,13.883582089552238
March,VIA SUL - URB,50,4955,2019,2019-03-01,134357,51271,24757,9617,19663,239665,48.368314833501515
March,VIA SUL - URB,51,3103,2019,2019-03-01,53955,31862,15073,6193,8205,115288,37.1537222043184
March,VIA SUL - URB,52,2987,2019,2019-03-01,48790,22606,16442,7093,6374,101305,33.91529963173753
March,VIA SUL - URB,65,1669,2019,2019-03-01,27552,15269,6304,2121,3494,54740,32.79808268424206
April,CONCEIÇÃO,21,3456,2019,2019-04-01,82399,28626,26219,10595,8689,156528,45.291666666666664
April,CONCEIÇÃO,22,134,2019,2019-04-01,2360,945,806,431,202,4744,35.40298507462686
April,CONCEIÇÃO,30,2223,2019,2019-04-01,48329,22663,10980,4558,5416,91946,41.36122357174989
April,CONCEIÇÃO,31,2271,2019,2019-04-01,51932,28267,11443,3394,8698,103734,45.677675033025096
April,CONCEIÇÃO,41,2092,2019,2019-04-01,42601,14692,9741,3551,8939,79524,38.01338432122371
April,CONCEIÇÃO,59,2449,2019,2019-04-01,50870,17693,17094,6459,6841,98957,40.40710494079216
April,CONCEIÇÃO,63,3659,2019,2019-04-01,95618,60325,22747,9144,21531,209365,57.21918556982782
April,CONCEIÇÃO,71,3046,2019,2019-04-01,65768,26371,23891,7609,4888,128527,42.195338148391336
April,CONCEIÇÃO,76,659,2019,2019-04-01,17123,4884,4729,1576,1496,29808,45.23216995447648
April,CONCEIÇÃO,83,1262,2019,2019-04-01,34468,9806,4682,2609,1558,53123,42.09429477020602
April,CONCEIÇÃO,411,919,2019,2019-04-01,22282,9448,5499,1895,3601,42725,46.49075081610446
April,CONCEIÇÃO,412,232,2019,2019-04-01,3028,1409,930,237,0,5604,24.155172413793103
April,CONCEIÇÃO,587,1026,2019,2019-04-01,2959,2229,1270,321,233,7012,6.834307992202729
April,CONCEIÇÃO,599,1498,2019,2019-04-01,32527,15672,7747,1667,6271,63884,42.64619492656876
April,CONCEIÇÃO,905,219,2019,2019-04-01,1230,104,229,76,32,1671,7.63013698630137
April,CONCEIÇÃO,2369,355,2019,2019-04-01,2948,1332,1201,367,743,6591,18.56619718309859
April,CONCEIÇÃO,3001,622,2019,2019-04-01,8806,4059,2175,1093,1638,17771,28.570739549839228
April,CONCEIÇÃO,3101,299,2019,2019-04-01,4415,2434,805,257,984,8895,29.74916387959866
April,CONCEIÇÃO,6301,908,2019,2019-04-01,20156,7901,3751,1597,2449,35854,39.486784140969164
April,CONCEIÇÃO,7601,31,2019,2019-04-01,349,91,162,294,34,930,30.0
April,DUNAS - URB,33,4440,2019,2019-04-01,161215,70573,28511,12046,19621,291966,65.7581081081081
April,DUNAS - URB,40,4007,2019,2019-04-01,122343,46755,43188,15286,17220,244792,61.09109059146493
April,DUNAS - URB,57,656,2019,2019-04-01,2704,1599,1000,310,832,6445,9.824695121951219
April,DUNAS - URB,331,1401,2019,2019-04-01,45310,19405,8312,3530,4416,80973,57.796573875803
April,DUNAS - URB,332,587,2019,2019-04-01,8977,4036,1644,954,977,16588,28.25894378194208
April,DUNAS - URB,411,461,2019,2019-04-01,10955,4349,2647,1209,2082,21242,46.07809110629067
April,DUNAS - URB,412,224,2019,2019-04-01,3020,2904,1097,244,0,7265,32.433035714285715
April,GUANABARA - URB,2,2762,2019,2019-04-01,78868,26797,13771,6177,7750,133363,48.284938450398265
April,GUANABARA - URB,4,2200,2019,2019-04-01,57086,17811,6583,4034,6222,91736,41.698181818181816
April,GUANABARA - URB,5,1440,2019,2019-04-01,30436,8212,7176,3560,1746,51130,35.50694444444444
April,GUANABARA - URB,8,3477,2019,2019-04-01,110924,45794,25213,11133,21343,214407,61.66436583261432
April,GUANABARA - URB,13,1648,2019,2019-04-01,19286,9368,4831,1369,2093,36947,22.419296116504853
April,GUANABARA - URB,18,59,2019,2019-04-01,1142,957,109,26,312,2546,43.152542372881356
April,GUANABARA - URB,19,1788,2019,2019-04-01,30282,9138,13425,4728,3281,60854,34.03467561521253
April,GUANABARA - URB,20,2164,2019,2019-04-01,28815,9855,15512,5645,2661,62488,28.87615526802218
April,GUANABARA - URB,25,1354,2019,2019-04-01,16057,10269,6875,2559,1819,37579,27.754062038404726
April,GUANABARA - URB,60,4045,2019,2019-04-01,122246,45033,21076,9808,10940,209103,51.694190358467246
April,GUANABARA - URB,64,3473,2019,2019-04-01,88525,33153,26428,11336,6738,166180,47.84912179671753
April,GUANABARA - URB,67,1176,2019,2019-04-01,29624,8162,6585,2377,1539,48287,41.060374149659864
April,GUANABARA - URB,70,3009,2019,2019-04-01,71162,19987,16281,8034,4699,120163,39.93452974410103
April,GUANABARA - URB,72,2502,2019,2019-04-01,73879,20936,11160,5721,8070,119766,47.86810551558753
April,GUANABARA - URB,75,1780,2019,2019-04-01,38621,17116,7790,2590,3166,69283,38.923033707865166
April,GUANABARA - URB,76,588,2019,2019-04-01,15498,4681,4283,977,1498,26937,45.81122448979592
April,GUANABARA - URB,77,3773,2019,2019-04-01,107315,31328,14110,8178,12396,173327,45.93877551020408
April,GUANABARA - URB,79,3192,2019,2019-04-01,94929,39488,15173,7288,10670,167548,52.489974937343355
April,GUANABARA - URB,81,1578,2019,2019-04-01,32656,11413,6390,2256,2694,55409,35.11343472750317
April,GUANABARA - URB,84,3534,2019,2019-04-01,82349,28228,19383,8237,14234,152431,43.13271080928127
April,GUANABARA - URB,101,1608,2019,2019-04-01,37669,9453,12045,4993,3527,67687,42.09390547263681
April,GUANABARA - URB,102,235,2019,2019-04-01,5183,1281,1632,624,470,9190,39.1063829787234
April,GUANABARA - URB,592,817,2019,2019-04-01,3490,2004,1285,385,411,7575,9.271725826193391
April,GUANABARA - URB,593,954,2019,2019-04-01,6360,6174,1519,596,752,15401,16.143605870020963
April,GUANABARA - URB,1029,1052,2019,2019-04-01,28759,11429,5838,2884,3813,52723,50.116920152091254
April,GUANABARA - URB,1214,1512,2019,2019-04-01,22406,6199,6490,2314,1212,38621,25.542989417989418
April,GUANABARA - URB,1301,38,2019,2019-04-01,328,188,99,28,38,681,17.92105263157895
April,GUANABARA - URB,1516,2073,2019,2019-04-01,50328,16815,13057,5694,3929,89823,43.32995658465991
April,GUANABARA - URB,1778,2151,2019,2019-04-01,46313,15359,13020,5039,4287,84018,39.05997210599721
April,GUANABARA - URB,2369,316,2019,2019-04-01,3923,1425,1350,406,708,7812,24.72151898734177
April,GUANABARA - URB,6162,1314,2019,2019-04-01,20783,8633,6097,2256,1327,39096,29.753424657534246
April,GUANABARA - URB,6443,1178,2019,2019-04-01,36599,12002,8004,3313,3368,63286,53.723259762309
April,GUANABARA - URB,7501,579,2019,2019-04-01,11537,6351,2512,1092,1082,22574,38.98791018998273
April,GUANABARA - URB,7502,42,2019,2019-04-01,1107,537,229,61,131,2065,49.166666666666664
April,GUANABARA - URB,7601,74,2019,2019-04-01,1136,348,389,646,101,2620,35.4054054054054
April,REUNIDAS,7,3327,2019,2019-04-01,90359,27047,12049,6263,10316,146034,43.89359783588819
April,REUNIDAS,26,3166,2019,2019-04-01,95572,35825,12380,6413,13058,163248,51.562855337965885
April,REUNIDAS,27,2907,2019,2019-04-01,58476,16662,14940,6644,3636,100358,34.52287581699346
April,REUNIDAS,35,2497,2019,2019-04-01,69200,27153,17476,7446,10260,131535,52.677212655186224
April,REUNIDAS,68,2101,2019,2019-04-01,53847,15763,11524,3966,5064,90164,42.914802475011896
April,REUNIDAS,73,4972,2019,2019-04-01,202753,66941,26253,17456,30804,344207,69.22908286403862
April,REUNIDAS,85,1797,2019,2019-04-01,37767,21047,12169,4111,5660,80754,44.93823038397329
April,REUNIDAS,1029,2545,2019,2019-04-01,85705,34768,15311,7881,11460,155125,60.952848722986246
April,REUNIDAS,1778,553,2019,2019-04-01,12107,3421,3065,1728,1075,21396,38.69077757685353
April,REUNIDAS,6443,1171,2019,2019-04-01,40774,12552,9065,3827,3834,70052,59.822374039282664
April,REUNIDAS,7847,2487,2019,2019-04-01,72008,26488,15740,7478,6516,128230,51.56011258544431
April,REUNIDAS,9018,96,2019,2019-04-01,505,52,455,186,309,1507,15.697916666666666
April,SANTA MARIA - URB,24,3073,2019,2019-04-01,72066,26783,17709,6682,11913,135153,43.98080052066385
April,SANTA MARIA - URB,34,1566,2019,2019-04-01,24555,8190,12551,4724,2715,52735,33.67496807151979
