Mês,Empresa,Linha,Qtd_Viagens,Ano,Data,Inteira,Estudante,Gratuidade,Social,Integracao,Qtd_Passageiros,Eficiencia
April,SANTA MARIA - URB,83,1357,2018,2018-04-01,36879,13149,5360,2048,1530,58966,43.453205600589534
April,SANTA MARIA - URB,331,1272,2018,2018-04-01,34629,17780,6101,1626,3800,63936,50.264150943396224
April,SANTA MARIA - URB,332,549,2018,2018-04-01,8619,4587,1473,633,1157,16469,29.99817850637523
April,SANTA MARIA - URB,411,694,2018,2018-04-01,15808,7203,4068,1296,3106,31481,45.361671469740635
April,SANTA MARIA - URB,561,301,2018,2018-04-01,2584,189,120,48,498,3439,11.425249169435215
April,VIA SUL - URB,50,4995,2018,2018-04-01,137771,64474,24869,9963,22160,259237,51.8992992992993
April,VIA SUL - URB,51,3157,2018,2018-04-01,59222,40787,15431,6212,9263,130915,41.4681659803611
April,VIA SUL - URB,52,3080,2018,2018-04-01,57249,32373,17615,7614,7955,122806,39.87207792207792
April,VIA SUL - URB,65,1723,2018,2018-04-01,29966,20092,6728,2012,4191,62989,36.557748113755075
May,CONCEIÇÃO,21,3949,2018,2018-05-01,91840,33271,26180,10883,9587,171761,43.49480881235756
May,CONCEIÇÃO,22,1795,2018,2018-05-01,32269,11227,12475,3754,3697,63422,35.33259052924791
May,CONCEIÇÃO,30,2491,2018,2018-05-01,53418,27638,11400,4974,6458,103888,41.705339221196304
May,CONCEIÇÃO,31,2405,2018,2018-05-01,53406,32287,11450,3487,9582,110212,45.826195426195426
May,CONCEIÇÃO,41,2531,2018,2018-05-01,50113,19247,11231,3941,11393,95925,37.90003951007507
May,CONCEIÇÃO,59,2619,2018,2018-05-01,52920,19423,17936,7389,8414,106082,40.504772814051165
May,CONCEIÇÃO,63,4178,2018,2018-05-01,102752,67784,24987,10314,24400,230237,55.10698898994735
May,CONCEIÇÃO,71,2370,2018,2018-05-01,50385,21460,16522,6825,4533,99725,42.07805907172996
May,CONCEIÇÃO,76,661,2018,2018-05-01,17476,4964,4768,2018,1577,30803,46.60060514372164
May,CONCEIÇÃO,83,1267,2018,2018-05-01,33885,11600,4703,3171,1309,54668,43.14759273875296
May,CONCEIÇÃO,411,1080,2018,2018-05-01,26045,11328,6581,2149,4861,50964,47.18888888888889
May,CONCEIÇÃO,587,1476,2018,2018-05-01,1945,348,698,212,167,3370,2.28319783197832
May,CONCEIÇÃO,599,1507,2018,2018-05-01,29657,11879,6053,1667,6666,55922,37.108161911081616
May,CONCEIÇÃO,905,222,2018,2018-05-01,1485,261,207,71,94,2118,9.54054054054054
May,CONCEIÇÃO,2369,381,2018,2018-05-01,3884,1642,1598,513,1159,8796,23.086614173228348
May,CONCEIÇÃO,3001,651,2018,2018-05-01,9587,4789,2282,1094,1783,19535,30.007680491551458
May,CONCEIÇÃO,3101,337,2018,2018-05-01,4915,2434,1019,329,1094,9791,29.05341246290801
May,CONCEIÇÃO,6301,1079,2018,2018-05-01,20547,8735,4319,2239,2574,38414,35.601482854494904
May,CONCEIÇÃO,7601,48,2018,2018-05-01,721,160,264,342,66,1553,32.354166666666664
May,DUNAS - URB,33,4495,2018,2018-05-01,160816,79049,26452,11941,20825,299083,66.53681868743048
May,DUNAS - URB,40,4462,2018,2018-05-01,141432,54752,47687,16282,19419,279572,62.656207978484986
May,DUNAS - URB,57,537,2018,2018-05-01,7063,5356,2313,538,1372,16642,30.990689013035382
May,DUNAS - URB,331,1524,2018,2018-05-01,46450,23093,8339,3191,4883,85956,56.40157480314961
May,DUNAS - URB,332,577,2018,2018-05-01,10578,4949,1786,749,1270,19332,33.50433275563258
May,DUNAS - URB,411,732,2018,2018-05-01,17177,7071,4131,1571,3283,33233,45.400273224043715
May,GUANABARA - URB,2,2483,2018,2018-05-01,76245,25601,13126,6256,8249,129477,52.14538864277084
May,GUANABARA - URB,4,2211,2018,2018-05-01,59633,21324,7302,4551,6920,99730,45.10628674807779
May,GUANABARA - URB,5,1364,2018,2018-05-01,30897,9474,7086,3515,2015,52987,38.846774193548384
May,GUANABARA - URB,8,3296,2018,2018-05-01,113228,48115,26807,12118,22372,222640,67.54854368932038
May,GUANABARA - URB,13,38,2018,2018-05-01,450,221,127,30,50,878,23.105263157894736
May,GUANABARA - URB,18,52,2018,2018-05-01,1163,862,121,23,219,2388,45.92307692307692
May,GUANABARA - URB,19,1816,2018,2018-05-01,32743,10606,14330,5011,4583,67273,37.044603524229075
May,GUANABARA - URB,20,2240,2018,2018-05-01,33988,12052,16862,6289,4904,74095,33.078125
May,GUANABARA - URB,25,1421,2018,2018-05-01,19996,12159,8455,3258,2690,46558,32.76425052779732
May,GUANABARA - URB,60,3725,2018,2018-05-01,120886,45879,20917,10266,12360,210308,56.45852348993289
May,GUANABARA - URB,64,3162,2018,2018-05-01,91320,37054,27836,12393,8877,177480,56.12903225806452
May,GUANABARA - URB,67,1159,2018,2018-05-01,30983,9144,7029,2786,1993,51935,44.810181190681625
May,GUANABARA - URB,70,2871,2018,2018-05-01,71918,23394,16738,8221,5179,125450,43.695576454197145
May,GUANABARA - URB,72,2186,2018,2018-05-01,67780,20299,10599,5885,7863,112426,51.43000914913083
May,GUANABARA - URB,75,1719,2018,2018-05-01,38587,17549,7831,3163,3955,71085,41.352530541012214
May,GUANABARA - URB,76,569,2018,2018-05-01,16607,5016,4351,872,1479,28325,49.78031634446397
May,GUANABARA - URB,77,3871,2018,2018-05-01,112856,36344,15926,9253,13486,187865,48.53138723843968
May,GUANABARA - URB,79,3001,2018,2018-05-01,96839,42510,15862,8473,12053,175737,58.559480173275574
May,GUANABARA - URB,81,1511,2018,2018-05-01,35196,12720,6265,2198,3134,59513,39.386499007279944
May,GUANABARA - URB,84,3604,2018,2018-05-01,95209,33197,22308,9602,15441,175757,48.767203107658155
May,GUANABARA - URB,101,1359,2018,2018-05-01,34728,9193,11420,4689,3432,63462,46.69757174392936
May,GUANABARA - URB,102,518,2018,2018-05-01,13754,3641,4293,1684,1333,24705,47.69305019305019
May,GUANABARA - URB,592,821,2018,2018-05-01,4223,2466,1399,404,559,9051,11.024360535931791
May,GUANABARA - URB,593,976,2018,2018-05-01,7082,6585,1767,706,870,17010,17.42827868852459
May,GUANABARA - URB,600,9,2018,2018-05-01,15,5,0,0,3,23,2.5555555555555554
May,GUANABARA - URB,1029,1089,2018,2018-05-01,32648,13718,5975,3077,4845,60263,55.337924701561064
May,GUANABARA - URB,1214,1667,2018,2018-05-01,28394,8950,8557,3028,2443,51372,30.817036592681465
May,GUANABARA - URB,1301,1212,2018,2018-05-01,16831,8367,4292,1263,1832,32585,26.885313531353134
May,GUANABARA - URB,1302,434,2018,2018-05-01,5792,2936,1584,460,629,11401,26.26958525345622
May,GUANABARA - URB,1516,2021,2018,2018-05-01,55825,18794,14084,6418,4972,100093,49.5264720435428
May,GUANABARA - URB,1778,2009,2018,2018-05-01,49776,16813,13458,5567,5414,91028,45.31010452961672
May,GUANABARA - URB,2369,387,2018,2018-05-01,4318,1704,1499,485,956,8962,23.157622739018088
May,GUANABARA - URB,6162,1571,2018,2018-05-01,25112,11838,7048,2928,2224,49150,31.285805219605347
May,GUANABARA - URB,6443,1088,2018,2018-05-01,37876,13097,7946,3556,3865,66340,60.974264705882355
May,GUANABARA - URB,7501,210,2018,2018-05-01,5480,2059,940,404,368,9251,44.05238095238095
May,GUANABARA - URB,7502,243,2018,2018-05-01,6723,3593,1581,477,625,12999,53.49382716049383
May,GUANABARA - URB,7601,74,2018,2018-05-01,1149,291,446,770,98,2754,37.21621621621622
May,REUNIDAS,7,3310,2018,2018-05-01,93180,31185,13034,7005,12056,156460,47.26888217522659
May,REUNIDAS,26,3087,2018,2018-05-01,100654,42799,12415,8169,15350,179387,58.11046323291221
May,REUNIDAS,27,2630,2018,2018-05-01,57987,18067,14342,6845,5473,102714,39.05475285171103
May,REUNIDAS,35,2433,2018,2018-05-01,73830,31336,18893,8637,12797,145493,59.799835593916974
May,REUNIDAS,68,2091,2018,2018-05-01,54635,16996,12339,4696,5659,94325,45.109995217599234
May,REUNIDAS,73,4960,2018,2018-05-01,208712,81587,26711,18279,34787,370076,74.61209677419355
May,REUNIDAS,85,1807,2018,2018-05-01,41965,23342,12840,4015,6842,89004,49.25511898173769
May,REUNIDAS,1029,2627,2018,2018-05-01,83716,37489,15107,7932,12656,156900,59.725923106204796
May,REUNIDAS,1778,748,2018,2018-05-01,18030,5808,4663,2519,1916,32936,44.032085561497325
May,REUNIDAS,6443,1124,2018,2018-05-01,41194,13602,8599,3858,4292,71545,63.65213523131673
May,REUNIDAS,7847,2478,2018,2018-05-01,78102,32306,15726,7736,7359,141229,56.99313962873285
May,REUNIDAS,9018,96,2018,2018-05-01,498,22,377,28,244,1169,12.177083333333334
May,SANTA MARIA - URB,24,3039,2018,2018-05-01,76954,31042,18183,7524,12276,145979,48.0352089503126
May,SANTA MARIA - URB,34,1510,2018,2018-05-01,26222,9632,12977,4572,3278,56681,37.537086092715235
May,SANTA MARIA - URB,36,2030,2018,2018-05-01,35584,15885,11449,4628,5583,73129,36.02413793103448
May,SANTA MARIA - URB,37,3347,2018,2018-05-01,79012,49722,18644,8618,12777,168773,50.425156856886765
May,SANTA MARIA - URB,38,4033,2018,2018-05-01,124319,46122,46461,20410,14488,251800,62.43491197619638
May,SANTA MARIA - URB,39,3046,2018,2018-05-01,66799,31901,13480,5514,11941,129635,42.559093893630994
May,SANTA MARIA - URB,44,3203,2018,2018-05-01,64586,28833,19895,8277,7835,129426,40.407742741180144
May,SANTA MARIA - URB,46,2650,2018,2018-05-01,72057,44379,11691,7024,14324,149475,56.405660377358494
May,SANTA MARIA - URB,48,2091,2018,2018-05-01,38136,25693,12736,5626,7369,89560,42.831181252989
May,SANTA MARIA - URB,54,3380,2018,2018-05-01,90079,48456,18778,10802,15076,183191,54.19852071005917
May,SANTA MARIA - URB,56,2345,2018,2018-05-01,47894,11241,5153,3057,10762,78107,33.307889125799576
May,SANTA MARIA - URB,66,1982,2018,2018-05-01,36492,20676,5505,3567,2450,68690,34.656912209889
May,SANTA MARIA - URB,83,1386,2018,2018-05-01,37608,12667,5589,3303,1475,60642,43.753246753246756
May,SANTA MARIA - URB,331,1280,2018,2018-05-01,38046,17986,7017,3162,4134,70345,54.95703125
May,SANTA MARIA - URB,332,577,2018,2018-05-01,9112,4725,1442,564,1155,16998,29.459272097053727
May,SANTA MARIA - URB,411,687,2018,2018-05-01,16142,7007,4073,1450,2965,31637,46.0509461426492
May,SANTA MARIA - URB,561,313,2018,2018-05-01,2840,161,138,39,534,3712,11.859424920127795
